row_id,s3_key_s,meanfreq,sd,median,q25,q75,iqr,skew,kurt,sp_ent,sfm,mode,centroid,meanfun,minfun,maxfun,meandom,mindom,maxdom,dfrange,modindx,label
554,audio/Datasets/Emotions/Angry/1013_TIE_ANG_XX.wav,1751.087980715405,1861.0751165856368,3569.608671171171,0.1155598958333333,-256.46448,74.97344,19.093296,28.289696,-0.8346022,-3.5449343,0.5783922,1751.087980715405,397.8080238495058,334.42128331540374,492.4577653379664,-9.049992,-4.002995,-0.9514373,-3.8304691,-6.271456,Angry
555,audio/Datasets/Emotions/Angry/1013_TSI_ANG_XX.wav,2344.251094468387,2065.7060270624656,4581.458333333333,0.1972135416666666,-246.63402,52.95797,24.353613,21.069191,-0.053957317,-6.341244,-2.670162,2344.251094468387,371.4457572022136,284.4812036394563,492.4577653379664,-3.687363,-4.2071986,-4.6431947,-5.106183,-3.8395226,Angry
556,audio/Datasets/Emotions/Angry/1013_WSI_ANG_XX.wav,2076.070516792099,1887.968279385984,4002.335695876289,0.1646061533505154,-218.83022,67.825226,20.78571,15.786914,-12.889101,-2.8731472,-1.3067448,2076.070516792099,380.65612525952633,271.6344887654643,495.310544150976,-13.703967,-1.818892,-3.8069599,-3.4840038,-4.7517796,Angry
557,audio/Datasets/Emotions/Angry/1014_DFA_ANG_XX.wav,1956.953013841369,1875.7608199459764,3777.5,0.1531380208333333,-241.2874,70.76347,12.168063,28.972296,1.4789739,-15.12263,-0.68925804,1956.953013841369,333.7283499350981,308.44216508158814,371.0636467765238,-7.4850116,-5.2675624,-1.6201754,-5.982672,7.330083,Angry
558,audio/Datasets/Emotions/Angry/1014_IEO_ANG_HI.wav,1966.5396633647797,1823.7462174302807,3697.198275862069,0.1467032596982758,-180.4783,59.307037,-1.4418055,19.209051,-9.708412,-10.814104,3.542307,1966.5396633647797,407.39053139545496,348.2202253184496,441.27152886549857,-15.227098,-7.040715,1.316387,-7.78605,1.9062734,Angry
559,audio/Datasets/Emotions/Angry/1014_IEO_ANG_LO.wav,1581.282637906433,1845.556828404809,3378.0570652173915,0.098738960597826,-303.14334,89.4596,15.255603,22.871384,2.3983846,-1.6765893,0.19576766,1581.282637906433,291.6559874629254,221.913894413569,362.58854137124416,-6.813992,-0.7603501,3.4500022,0.114050575,-0.041327022,Angry
560,audio/Datasets/Emotions/Angry/1014_IEO_ANG_MD.wav,1687.6280355718216,1796.234177062209,3435.5688202247197,0.1112952071629213,-273.81143,88.23602,12.609762,19.987675,-7.86284,-3.3795948,2.801884,1687.6280355718216,260.65394822953164,235.10958125672173,292.81713918912504,-12.1195545,-1.0279164,4.6381545,-1.786069,1.1531985,Angry
561,audio/Datasets/Emotions/Angry/1014_IOM_ANG_XX.wav,1590.8788941054668,1753.1841346018166,3214.35072815534,0.0948450773665048,-285.5238,88.71473,18.745975,37.012104,-7.419747,-6.5545897,9.546745,1590.8788941054668,243.04348995438608,204.67477839935492,317.4802103936398,-13.056981,-1.9379456,-3.699026,-4.928518,0.191341,Angry
562,audio/Datasets/Emotions/Angry/1014_ITH_ANG_XX.wav,1593.1831669823357,1847.7697072867345,3343.1222098214284,0.0985586983816964,-324.6661,92.25715,21.623184,36.539333,8.268216,-7.3726096,0.34287658,1593.1831669823357,202.5760049254472,185.5318233882619,241.9988178438585,-3.0188282,-1.203178,-1.5056121,-3.9013634,2.8085077,Angry
563,audio/Datasets/Emotions/Angry/1014_ITS_ANG_XX.wav,1760.9777685174358,1854.7675010661344,3426.903735632184,0.1207064924568965,-295.96143,86.29376,31.79761,32.061733,-2.786746,-10.349882,2.0134425,1760.9777685174358,249.2181794452264,185.5318233882619,304.8994046511524,-9.870597,-4.03666,-5.261878,-4.4354386,2.9999173,Angry
564,audio/Datasets/Emotions/Angry/1014_IWL_ANG_XX.wav,1483.6449460713868,1666.3439247233769,3028.1901041666665,0.0914103190104166,-257.29562,94.6674,6.374079,23.329704,-9.494325,-4.7239714,8.87828,1483.6449460713868,254.8798490806743,218.10154653305156,289.4538474880756,-12.802641,-3.080249,-3.6462505,-4.541556,1.0492938,Angry
565,audio/Datasets/Emotions/Angry/1014_IWW_ANG_XX.wav,1717.9515762728026,1790.8350112452945,3354.9632352941176,0.1122874540441176,-266.70105,88.60259,14.149872,22.609442,4.9033866,-8.452818,-2.142402,1717.9515762728026,272.5460423218053,202.3238880603845,317.4802103936398,-8.806729,-5.6063285,1.1100245,-5.100206,0.6207598,Angry
566,audio/Datasets/Emotions/Angry/1014_MTI_ANG_XX.wav,1527.5376206647445,1745.55731539481,3043.516355140187,0.0929605359228972,-281.62488,92.59251,27.902145,31.585836,-12.774887,-7.836317,6.517281,1527.5376206647445,251.26883488730584,214.35469250725865,313.83363915870024,-14.7129135,-4.091151,-5.5856037,-4.730619,1.744181,Angry
567,audio/Datasets/Emotions/Angry/1014_TAI_ANG_XX.wav,1828.9514938163888,1855.402096815156,3669.464760638298,0.1350617104388297,-250.53642,79.274895,26.925198,25.642986,-15.054806,-7.4698935,5.821463,1828.9514938163888,269.35375728810243,147.25670581005258,317.4802103936398,-13.160573,-2.7884076,-5.2624593,-5.4649067,2.7662692,Angry
568,audio/Datasets/Emotions/Angry/1014_TIE_ANG_XX.wav,1851.1290995477332,1824.8139609450536,3526.2714460784314,0.1276233149509804,-252.8183,73.49284,3.925017,33.26195,9.077954,-14.216916,4.74691,1851.1290995477332,285.0601344742275,189.86842419010384,330.5801272616847,1.8950429,-7.8242145,0.6653743,-7.8306704,1.5045143,Angry
569,audio/Datasets/Emotions/Angry/1014_TSI_ANG_XX.wav,2119.197750876082,2042.37330387572,4168.094758064516,0.1745264196908602,-309.9736,69.72233,36.839413,28.113806,9.374212,-3.9935284,-2.2190566,2119.197750876082,296.909633369777,239.21922434748075,330.5801272616847,-5.722006,-2.2874417,-4.305326,-3.7540345,3.1962037,Angry
570,audio/Datasets/Emotions/Angry/1014_WSI_ANG_XX.wav,2076.139739812254,1866.325072672692,3856.8256578947367,0.1789987664473684,-257.25623,70.96377,22.921381,23.587208,-4.0928025,-6.116609,0.68812126,2076.139739812254,304.0275409777941,239.21922434748075,362.58854137124416,-9.645392,-2.62175,-3.4935174,-3.6841683,1.218146,Angry
571,audio/Datasets/Emotions/Angry/1015_DFA_ANG_XX.wav,1517.3807109830525,1900.8500294834373,3317.1657986111118,0.0817938910590277,-322.03125,89.72093,32.99285,34.439445,8.038239,-3.225277,-2.2143955,1517.3807109830525,192.8167397864203,171.1190051365204,207.05298476827548,-4.7352962,0.5782249,-5.16953,-7.3339977,5.3730183,Angry
572,audio/Datasets/Emotions/Angry/1015_IEO_ANG_HI.wav,1673.0372140019076,1848.829434486841,3410.326086956521,0.1023833786231884,-258.154,86.66015,10.7719755,18.179802,-1.5770284,-3.3907888,4.145761,1673.0372140019076,286.24814997995503,250.5328877248256,310.22895236674685,-6.6600895,-2.8176527,-2.9452844,-4.2551174,2.731906,Angry
573,audio/Datasets/Emotions/Angry/1015_IEO_ANG_LO.wav,1464.8417626248895,1801.3397372188847,2981.9623161764707,0.0848747702205882,-280.46692,100.31193,25.635027,14.844231,-4.6437654,-2.66014,2.7995942,1464.8417626248895,263.0875809173507,218.10154653305156,312.0260904053494,-9.6270685,-7.2002673,-1.5242159,1.1586833,1.3694667,Angry
574,audio/Datasets/Emotions/Angry/1015_IEO_ANG_MD.wav,1436.044439044402,1878.37208417914,3068.6502659574467,0.078348362699468,-362.44092,101.26316,39.136738,24.478342,5.448515,5.3877153,5.3591394,1436.044439044402,0.0,0.0,0.0,-6.24656,-2.0418837,-2.4905882,-0.0025633548,2.8756752,Angry
575,audio/Datasets/Emotions/Angry/1015_IOM_ANG_XX.wav,1278.315949524247,1828.473531102067,2812.118902439024,0.0570217225609756,-366.32938,105.04201,39.95319,32.36104,10.718021,-0.6476297,4.523408,1278.315949524247,215.9870735898421,146.40856959456255,334.42128331540374,-1.8519276,-4.9997177,-3.7030334,-1.5069492,-1.6447549,Angry
576,audio/Datasets/Emotions/Angry/1015_ITH_ANG_XX.wav,1475.9401893173397,1923.0041466113476,3382.1910511363635,0.0700961026278409,-340.4829,96.87256,31.55526,29.320068,10.689747,1.1870024,0.65192944,1475.9401893173397,0.0,0.0,0.0,-3.289035,0.13922319,-4.552325,-2.0551808,3.0899668,Angry
577,audio/Datasets/Emotions/Angry/1015_ITS_ANG_XX.wav,1699.7523437150155,1943.972758211082,3486.2012987012986,0.1092228084415584,-323.84543,85.13083,39.901093,31.356056,10.826427,-2.1413324,-2.441926,1699.7523437150155,303.64309543474315,279.5939868358039,323.02966672001685,-4.0152197,-2.4469593,-6.379408,-3.6678169,2.6682403,Angry
578,audio/Datasets/Emotions/Angry/1015_IWL_ANG_XX.wav,1343.1446493135218,1757.2475119629332,2847.005208333333,0.0668080647786458,-303.96994,107.416504,27.972372,17.704416,-3.0221508,3.282427,3.9799385,1343.1446493135218,219.31353268147527,159.65967727132997,317.4802103936398,-2.6465368,-4.655619,-4.212008,-3.760925,-0.5115226,Angry
579,audio/Datasets/Emotions/Angry/1015_IWW_ANG_XX.wav,1444.0355551988607,1889.2800359449625,2997.983870967742,0.0784242691532258,-374.43558,105.014656,41.40852,23.445795,14.824499,6.3806643,-1.212946,1444.0355551988607,316.24323241004464,291.13063656843747,375.3751986684572,-2.0820646,0.5119145,-1.1335863,1.7574822,-1.0869298,Angry
580,audio/Datasets/Emotions/Angry/1015_MTI_ANG_XX.wav,1234.4130632861638,1727.0743490908658,2490.5873493975905,0.0631941829819277,-342.3636,111.15292,40.74229,23.083178,-0.26368424,-0.2059514,3.311726,1234.4130632861638,365.91433528130193,346.2146244024572,390.8639873736985,-4.252583,-3.20814,-3.5452013,-4.035251,1.7484311,Angry
581,audio/Datasets/Emotions/Angry/1015_TAI_ANG_XX.wav,1498.744624138397,1880.6482883566323,3254.096798780488,0.0830256764481707,-265.49548,74.39477,38.90173,25.215841,-5.2456975,-4.2894025,-2.2198524,1498.744624138397,307.0445261870101,241.9988178438585,390.8639873736985,-7.552809,-4.5303345,-5.8256335,-6.081367,2.6409278,Angry
582,audio/Datasets/Emotions/Angry/1015_TIE_ANG_XX.wav,1533.3772881436576,1911.2728362106516,3333.5526315789475,0.0878854851973684,-360.20892,94.72025,33.14657,28.933578,14.614854,0.48482448,-0.1353536,1533.3772881436576,0.0,0.0,0.0,2.5462484,-0.03887872,-1.2467458,-4.6438484,0.98382044,Angry
583,audio/Datasets/Emotions/Angry/1015_TSI_ANG_XX.wav,2120.5462085894164,1993.3342678531244,4073.369565217392,0.172347359035326,-312.30276,70.02425,38.60023,30.999723,13.745084,2.772078,-4.513354,2120.5462085894164,234.91948932640597,232.40911739156792,236.47155720542963,-4.2397857,-2.6999447,-3.5416555,-3.053303,2.763409,Angry
584,audio/Datasets/Emotions/Angry/1015_WSI_ANG_XX.wav,1656.2281556813057,1834.452377983422,3186.2281976744184,0.1113565134447674,-311.6068,95.29383,34.312706,19.866346,1.9673277,2.245046,0.91679007,1656.2281556813057,199.95831591267896,185.5318233882619,221.913894413569,-4.1700735,2.168551,-3.9167945,-2.1919358,2.3648787,Angry
585,audio/Datasets/Emotions/Angry/1016_DFA_ANG_XX.wav,1526.3164526704554,1750.5787345814435,3137.152777777778,0.0951760912698412,-229.49515,87.00851,3.1951334,22.68737,5.6128035,-12.030059,-6.5187325,1526.3164526704554,338.49474782662065,284.4812036394563,402.31717642714136,-10.875917,-1.2414314,0.90030676,-9.408448,2.9139464,Angry
586,audio/Datasets/Emotions/Angry/1016_IEO_ANG_HI.wav,1709.9217014908625,1777.960446465393,3288.9716569767443,0.1114814226017441,-188.20937,64.6585,-2.518831,15.244866,-0.64319605,-8.055707,-3.3253427,1709.9217014908625,381.91535186678414,326.78309064822,472.94311441085927,-7.111607,-2.2283206,2.5822527,-9.792185,-2.1247106,Angry
587,audio/Datasets/Emotions/Angry/1016_IEO_ANG_LO.wav,1177.2555384909097,1642.5662000588554,2371.7447916666665,0.0654635959201389,-332.92737,122.571075,28.238289,11.757347,2.0514307,2.8968859,0.316747,1177.2555384909097,201.02401789900676,166.24757922855756,240.60500721642333,-7.654719,-3.1729825,-0.6455538,1.5940241,-0.22181265,Angry
588,audio/Datasets/Emotions/Angry/1016_IEO_ANG_MD.wav,1262.132709582061,1711.312826987078,2561.069542253521,0.0722174845950704,-323.37698,112.14889,26.86786,12.26913,5.8386045,2.12896,1.515074,1262.132709582061,253.67617099385643,195.4319936868492,340.2668643803422,-3.5800195,-5.3952208,-2.1422246,-0.3329243,-0.7241434,Angry
589,audio/Datasets/Emotions/Angry/1016_IOM_ANG_XX.wav,1291.9410682718765,1717.8040849161805,2817.670036764706,0.0624928193933823,-325.59894,107.87253,26.883482,34.981842,10.436465,-9.534312,4.5751114,1291.9410682718765,180.26934131889072,160.5845763726753,188.7748625363387,-7.073435,-9.01112,-1.3237842,-5.312681,-3.8202102,Angry
590,audio/Datasets/Emotions/Angry/1016_ITH_ANG_XX.wav,1444.6753730277906,1748.0984231125926,3078.804347826087,0.0828326681385869,-269.2853,100.49661,8.59844,23.424196,8.274534,-10.632916,-4.109632,1444.6753730277906,0.0,0.0,0.0,-12.060418,-5.115274,4.199311,-2.911059,1.8651088,Angry
591,audio/Datasets/Emotions/Angry/1016_ITS_ANG_XX.wav,1662.4538077544876,1820.0105760633185,3340.049342105264,0.1120733963815789,-257.31326,87.20684,20.439747,28.377743,9.536988,-13.471662,-5.981261,1662.4538077544876,259.6995908613654,229.73967099940705,328.6761258343161,-10.405387,-2.5057714,-0.6134294,-10.013172,0.9696377,Angry
592,audio/Datasets/Emotions/Angry/1016_IWL_ANG_XX.wav,1504.678969142462,1718.2947226088445,3129.404920212766,0.0847791306515957,-196.66359,81.47022,-1.1172098,11.771923,-7.1902714,-4.5854645,-0.008175931,1504.678969142462,332.9119328183475,225.79288096122625,431.1928732171421,-10.455463,-5.2400026,-0.6733076,-6.849737,-0.08659738,Angry
593,audio/Datasets/Emotions/Angry/1016_IWW_ANG_XX.wav,1502.5669678151369,1836.5008318459547,3242.720170454545,0.08660888671875,-308.39563,100.574394,24.926392,21.984093,8.777057,-2.8483245,0.44596586,1502.5669678151369,0.0,0.0,0.0,-9.08236,-3.7348046,2.6196868,-2.5767176,-1.0625247,Angry
594,audio/Datasets/Emotions/Angry/1016_MTI_ANG_XX.wav,1294.863831753433,1635.228481669299,2662.6998546511627,0.0737986010174418,-270.0186,106.891975,22.202013,29.525757,-6.1042275,-14.585021,2.8971956,1294.863831753433,237.54902472732607,192.07458901020084,286.12918648705164,-16.055525,-6.5574613,1.6902913,-8.20701,-0.514404,Angry
595,audio/Datasets/Emotions/Angry/1016_TAI_ANG_XX.wav,1551.0965708522135,1831.7883614599352,3173.804012345679,0.1041726948302469,-290.99628,93.46126,34.991665,25.943127,-1.2569402,-9.370622,-1.9295865,1551.0965708522135,305.88600644721345,254.91212546385245,371.0636467765238,-12.857453,-2.338592,-1.5033157,-6.1545978,0.5579237,Angry
596,audio/Datasets/Emotions/Angry/1016_TIE_ANG_XX.wav,1414.4822475461583,1687.7420204921318,2775.390625,0.0867587002840909,-256.2499,97.016045,10.682839,20.197243,10.737538,-7.8309817,-6.4281297,1414.4822475461583,314.2215439739039,240.60500721642333,388.6127764614424,-6.576872,-3.3722074,0.7476122,-10.114549,-2.5650697,Angry
597,audio/Datasets/Emotions/Angry/1016_TSI_ANG_XX.wav,2209.43326779189,1993.2630199728203,4142.132675438596,0.1950812088815789,-233.63823,61.615524,26.667421,16.44903,7.142613,-4.389114,-5.171756,2209.43326779189,362.9607615718712,356.35948725613576,366.80161728186846,-13.377204,-1.023619,0.7861435,-2.8817213,-0.19680625,Angry
598,audio/Datasets/Emotions/Angry/1016_WSI_ANG_XX.wav,1849.6993155901728,1827.445470752374,3682.323042168675,0.1433840832078313,-236.66711,79.04604,15.312,18.852697,2.249272,-7.9814196,-2.0964036,1849.6993155901728,285.68676924747325,240.60500721642333,364.6889954232867,-11.743098,-4.8245525,3.2343993,-5.237603,0.5634692,Angry
599,audio/Datasets/Emotions/Angry/1017_DFA_ANG_XX.wav,1215.8509861785894,1679.1451979953215,2505.8210784313724,0.0625478707107843,-338.779,114.76137,25.858978,28.078014,7.748195,-8.473932,-5.930875,1215.8509861785894,370.7259752299303,364.6889954232867,375.3751986684572,-5.693666,-0.070186146,-0.9131538,0.541868,3.2852023,Angry
600,audio/Datasets/Emotions/Angry/1017_IEO_ANG_HI.wav,1511.2582185908343,1805.344276110416,3149.305555555556,0.0912241994598765,-298.70706,101.05272,28.062849,14.198292,-1.183263,-0.78297913,1.6222512,1511.2582185908343,258.10838761930466,213.1201003256968,313.83363915870024,-5.5166974,-9.1639805,-0.27097255,0.6933532,-0.10187622,Angry
601,audio/Datasets/Emotions/Angry/1017_IEO_ANG_LO.wav,1358.8228878809116,1702.971435139203,2657.5721153846152,0.0815805288461538,-291.24716,109.54895,21.788973,8.681867,-5.4308996,-0.30644304,-2.3833332,1358.8228878809116,289.4198498213797,235.10958125672173,336.3585661014858,-8.379952,-7.5016465,1.114469,4.3216863,-0.25600785,Angry
602,audio/Datasets/Emotions/Angry/1017_IEO_ANG_MD.wav,1303.4766424047366,1831.6275926869996,2834.852430555556,0.0669759114583333,-342.10107,104.20519,36.521156,18.055988,6.2500515,2.3640087,-1.815887,1303.4766424047366,400.67804118392326,362.58854137124416,478.4384486949615,-3.9284074,-5.417583,-1.4370835,0.06615533,0.47061402,Angry
603,audio/Datasets/Emotions/Angry/1017_IOM_ANG_XX.wav,1186.666661464295,1698.832158225678,2446.27700617284,0.0575508777006172,-370.0883,117.80809,36.44516,26.21517,10.157384,-4.6946087,0.30218783,1186.666661464295,0.0,0.0,0.0,-3.9482825,-6.4984546,-0.7690441,1.874634,0.5544778,Angry
604,audio/Datasets/Emotions/Angry/1017_ITH_ANG_XX.wav,1284.7887630130235,1760.7233121380202,2650.3704896907216,0.0671915270618556,-362.10272,113.74591,32.345634,21.253654,7.2778735,-1.6372123,-1.1768037,1284.7887630130235,243.6695904613176,144.7269237440378,315.65165893545657,-1.238421,0.74274814,1.8533375,3.9754913,1.9312905,Angry
605,audio/Datasets/Emotions/Angry/1017_ITS_ANG_XX.wav,1349.4398825495462,1907.852301606975,2999.2804276315787,0.0625835217927631,-392.2843,104.72914,47.393543,28.99521,16.789774,1.13283,-2.8669662,1349.4398825495462,0.0,0.0,0.0,0.8348931,-0.7453382,-1.8684341,0.3443922,0.90706235,Angry
606,audio/Datasets/Emotions/Angry/1017_IWL_ANG_XX.wav,1099.9226720250042,1546.8943458344067,2064.751059322034,0.0594875529661017,-311.2937,127.2181,26.192696,11.882937,-6.6340017,-6.0704947,-2.0323935,1099.9226720250042,220.4992464631333,204.67477839935492,241.9988178438585,-8.5665865,-6.5357776,-6.392654,0.23551193,3.3273723,Angry
607,audio/Datasets/Emotions/Angry/1017_IWW_ANG_XX.wav,1240.074069311314,1838.144421133578,2711.3155241935483,0.0547741305443548,-399.79565,111.82095,49.101227,24.849632,14.803996,5.67825,0.57824206,1240.074069311314,0.0,0.0,0.0,-2.9950726,-5.9149814,0.22899346,3.6523736,-3.9004872,Angry
608,audio/Datasets/Emotions/Angry/1017_MTI_ANG_XX.wav,1153.886762458858,1623.9930093549954,2324.6423192771085,0.062523531626506,-341.61868,118.64455,40.196896,29.895872,-1.8146081,-12.535821,0.6536271,1153.886762458858,175.19531131291595,150.69866814745757,211.89261887185907,-6.5174627,-7.442433,-7.56295,-4.800107,-1.6902109,Angry
609,audio/Datasets/Emotions/Angry/1017_TAI_ANG_XX.wav,1354.004794422788,1774.8187105222348,2816.0511363636365,0.0813136245265151,-342.62335,110.30027,42.435566,25.89003,-1.0565008,-6.7495675,-0.86568797,1354.004794422788,0.0,0.0,0.0,-8.224949,0.21981019,-1.3589212,-0.92341393,0.61085564,Angry
610,audio/Datasets/Emotions/Angry/1017_TIE_ANG_XX.wav,1350.84522168194,1907.5487389394557,3074.8248922413795,0.0661536907327586,-397.41306,103.66146,39.954643,28.56357,17.205442,2.6272166,2.9183145,1350.84522168194,0.0,0.0,0.0,2.981145,-0.90089417,1.5383343,-1.8295063,-1.3467001,Angry
611,audio/Datasets/Emotions/Angry/1017_TSI_ANG_XX.wav,1952.0073893436368,2042.0157890402445,3974.659455128205,0.1314102564102564,-353.59494,81.2014,45.226513,31.124199,17.02358,3.365962,-5.8940744,1952.0073893436368,0.0,0.0,0.0,-4.230396,-2.9174378,-0.9434833,-1.4100891,-0.2936492,Angry
612,audio/Datasets/Emotions/Angry/1017_WSI_ANG_XX.wav,1658.7326881190488,1771.189167290774,3176.048801369863,0.1204583154965753,-304.2136,103.24693,30.804768,17.477266,-8.262483,-5.665314,0.43454647,1658.7326881190488,0.0,0.0,0.0,-5.746073,-2.3104334,-2.6210318,-1.6262076,-1.0044839,Angry
613,audio/Datasets/Emotions/Angry/1018_DFA_ANG_XX.wav,1718.1352272764393,1867.564921122316,3553.0493951612902,0.1175576486895161,-304.3317,87.28359,21.974228,29.494522,2.1574802,-7.419129,-5.207798,1718.1352272764393,319.15172888510875,289.4538474880756,350.237444562354,-9.0436,0.955454,0.94848377,-2.9723606,1.0203049,Angry
614,audio/Datasets/Emotions/Angry/1018_IEO_ANG_HI.wav,1654.3903146473967,1879.9612886413884,3582.904411764706,0.0982019761029411,-261.88126,73.63283,13.552948,13.198367,-3.173987,5.696041,-3.2303305,1654.3903146473967,476.2083981586977,464.81823478313584,486.80140546823634,-10.396889,2.774737,-5.357939,-6.38095,-1.4578984,Angry
615,audio/Datasets/Emotions/Angry/1018_IEO_ANG_LO.wav,1354.0802930843406,1763.3162277650445,2919.921875,0.0671725802951389,-347.96185,105.8439,25.498507,18.394615,5.945988,3.830544,0.43516573,1354.0802930843406,299.03987201458574,281.2136583244699,340.2668643803422,-8.51769,1.0211406,4.5362883,-1.9130783,-3.7352862,Angry
616,audio/Datasets/Emotions/Angry/1018_IEO_ANG_MD.wav,1470.230325505367,1753.9615302527443,3217.708333333333,0.0893961588541666,-291.92694,99.58615,11.657195,12.690127,-4.046266,5.970482,-0.7696316,1470.230325505367,348.25722300237146,294.5134116201051,400.0,-13.636983,6.6848264,3.817735,-4.769772,-3.009454,Angry
617,audio/Datasets/Emotions/Angry/1018_IOM_ANG_XX.wav,1421.6592462372105,1692.8355819556914,2929.0865384615386,0.073828125,-284.82584,94.83771,15.941211,31.203625,-4.711356,-1.3905252,4.1847167,1421.6592462372105,321.9178889193753,239.21922434748075,416.5048610139225,-17.684158,-4.089219,-3.9410203,-2.538362,-3.6664755,Angry
618,audio/Datasets/Emotions/Angry/1018_ITH_ANG_XX.wav,1520.0440409578216,1752.9499958267404,3125.6144662921347,0.0838965941011236,-297.39987,95.5021,10.93475,24.318348,1.1161118,-0.21532026,0.09900386,1520.0440409578216,340.8748495524815,237.8414230005442,478.4384486949615,-10.520764,0.08216658,-1.4406096,-2.0704694,-1.1609803,Angry
619,audio/Datasets/Emotions/Angry/1018_ITS_ANG_XX.wav,1677.271082365787,1901.9078901245864,3383.737664473684,0.1065930818256579,-326.45853,90.311455,37.526962,29.804562,6.0579,-4.743329,-1.213791,1677.271082365787,333.8036756741328,282.842712474619,402.31717642714136,-8.509304,-2.6346877,-0.19985583,-0.92409927,-2.4822588,Angry
620,audio/Datasets/Emotions/Angry/1018_IWL_ANG_XX.wav,1319.0348142183022,1653.2630743487318,2752.4486940298507,0.0734462453358208,-288.8929,108.5562,13.108693,9.759443,-8.969783,4.944937,4.155284,1319.0348142183022,326.01496536863255,263.9015821545788,381.93664156416656,-12.91595,-1.7275604,-1.1732882,-2.2045891,-1.4376045,Angry
621,audio/Datasets/Emotions/Angry/1018_IWW_ANG_XX.wav,1591.448002273764,1839.6824688351203,3300.0710227272725,0.0956069483901515,-306.60278,98.497635,20.890507,15.3252325,3.9245074,-2.3653944,-0.053390887,1591.448002273764,322.4653932334611,281.2136583244699,371.0636467765238,-11.787479,-3.1365771,-0.1872886,-2.6615527,-1.7755743,Angry
622,audio/Datasets/Emotions/Angry/1018_MTI_ANG_XX.wav,1362.160287174878,1710.280886327285,2746.826171875,0.0711669921875,-302.17645,105.16785,29.47327,19.629345,-11.8203535,-1.9485966,4.100461,1362.160287174878,330.8680031391008,284.4812036394563,416.5048610139225,-15.187118,-3.2615702,-1.7194103,-4.2286606,-3.433751,Angry
623,audio/Datasets/Emotions/Angry/1018_TAI_ANG_XX.wav,1615.6647235883686,1891.1127867101789,3402.529761904762,0.096923828125,-320.4929,92.25063,40.380627,24.217218,-6.0845613,-3.3617034,1.6890845,1615.6647235883686,332.11544332860035,292.81713918912504,426.2402006513937,-11.048372,2.1973739,-0.7238343,-2.1590457,-0.930787,Angry
624,audio/Datasets/Emotions/Angry/1018_TIE_ANG_XX.wav,1581.7892395297429,1882.208528171152,3417.7631578947367,0.087475157620614,-309.5155,87.073784,20.368786,26.004898,8.464014,-1.3810288,3.5505843,1581.7892395297429,376.243127994562,294.5134116201051,428.7093850145173,-4.948208,-3.2136078,-5.679691,-2.446044,-1.2928,Angry
625,audio/Datasets/Emotions/Angry/1018_TSI_ANG_XX.wav,2253.297987373005,2087.373412975922,4438.151041666667,0.199658203125,-290.5721,70.22844,27.705713,24.959911,14.737447,-6.006613,-8.059457,2253.297987373005,395.9585516594179,332.4951584571151,470.2191625134435,-10.018989,-2.1803157,2.4234154,1.597418,0.3720819,Angry
626,audio/Datasets/Emotions/Angry/1018_WSI_ANG_XX.wav,1933.928716277804,1874.193258416314,3640.172101449276,0.1548276154891304,-284.9873,87.0101,28.359503,15.700317,-4.857772,-2.749743,1.0832644,1933.928716277804,377.2328654515673,312.0260904053494,472.94311441085927,-11.851776,-0.026344238,-2.458035,0.8758944,0.05438766,Angry
627,audio/Datasets/Emotions/Angry/1019_DFA_ANG_XX.wav,1706.4226080114238,1847.8746359201523,3494.693396226415,0.1073389593160377,-270.1488,85.83577,23.580381,33.30861,0.34219238,-9.719494,-5.21977,1706.4226080114238,248.1009219986346,201.15858821357068,279.5939868358039,-12.345028,-3.2456427,-1.7015189,-5.8960567,-1.0760547,Angry
628,audio/Datasets/Emotions/Angry/1019_IEO_ANG_HI.wav,1728.8402779325136,1944.154473454864,3819.128787878788,0.0975378787878787,-215.21205,83.92188,17.774006,6.359748,-10.208954,-2.6593409,-2.0434182,1728.8402779325136,329.755923379642,286.12918648705164,390.8639873736985,-17.285439,-5.785539,4.8223176,-4.3246994,-1.3819926,Angry
629,audio/Datasets/Emotions/Angry/1019_IEO_ANG_LO.wav,1588.706667333612,1825.6214258224063,3449.6670081967213,0.0941262167008196,-286.5761,102.41602,24.6323,12.462614,-10.229254,5.3602076,0.7433351,1588.706667333612,207.39336824652608,193.18726578496916,221.913894413569,-17.493803,0.56801903,7.3602095,-0.34540588,-1.5566541,Angry
630,audio/Datasets/Emotions/Angry/1019_IEO_ANG_MD.wav,1567.1238829467095,1853.608410351443,3453.125,0.0919623940677966,-255.18613,99.81331,25.465014,6.5250635,-9.499255,-3.6977196,-5.5476966,1567.1238829467095,258.90522136217794,233.75544971224912,282.842712474619,-15.535228,-2.3728688,6.218998,-2.7281766,-2.1672738,Angry
631,audio/Datasets/Emotions/Angry/1019_IOM_ANG_XX.wav,1448.8210900243223,1712.518497621049,2971.518987341772,0.0797752670094936,-276.11557,100.286476,24.386524,31.110119,-3.4184668,-9.078663,3.4923477,1448.8210900243223,229.02060033559985,194.3063882307212,301.3973362949152,-15.304715,-10.3948145,0.12247944,-4.32946,-3.944598,Angry
